event_id,activity,timestamp,object_ids,attr__quantity,attr__unit,attr__value,attr__currency,attr__material,attr__movement_type,attr__billing_category
e3125,Create Goods Movement (from Order),2021-01-10T01:39:40+00:00,0005004670;0100811000,0.0,ST,0.0,EUR,P-100, , 
e3126,Create Goods Movement (from Delivery),2021-01-10T01:39:40+00:00,0087000811;4900000211,1.0,ST,632.54,EUR,P-101,601, 
e3127,Create Goods Movement (from Delivery),2021-01-10T01:39:40+00:00,0087000811;0100811000,0.0,ST,0.0,EUR,P-100, , 
e2981,Create Invoice (from Order),2021-01-10T01:39:41+00:00,0005004670;0090040806,1.0,ST,2679.2,EUR, , ,L
e2982,Create Invoice (from Order),2021-01-10T01:39:41+00:00,0005004670;0090040806,0.0,ST,0.0,EUR, , ,L
e2983,Create Invoice (from Delivery),2021-01-10T01:39:41+00:00,0087000811;0090040806,1.0,ST,2679.2,EUR, , ,L
e2984,Create Invoice (from Delivery),2021-01-10T01:39:41+00:00,0087000811;0090040806,0.0,ST,0.0,EUR, , ,L
e2985,Create Invoice (from Order),2021-01-10T01:40:06+00:00,0005004671;0090040807,1.0,ST,2679.2,EUR, , ,L
e2986,Create Invoice (from Order),2021-01-10T01:40:06+00:00,0005004671;0090040807,0.0,ST,0.0,EUR, , ,L
e2987,Create Invoice (from Delivery),2021-01-10T01:40:06+00:00,0087000812;0090040807,1.0,ST,2679.2,EUR, , ,L
e2988,Create Invoice (from Delivery),2021-01-10T01:40:06+00:00,0087000812;0090040807,0.0,ST,0.0,EUR, , ,L
e3128,Create Goods Movement (from Order),2021-01-10T01:40:06+00:00,0005004671;4900000212,1.0,ST,632.54,EUR,P-101,601, 
e3129,Create Goods Movement (from Order),2021-01-10T01:40:06+00:00,0005004671;0100812000,0.0,ST,0.0,EUR,P-100, , 
e3130,Create Goods Movement (from Delivery),2021-01-10T01:40:06+00:00,0087000812;4900000212,1.0,ST,632.54,EUR,P-101,601, 
e3131,Create Goods Movement (from Delivery),2021-01-10T01:40:06+00:00,0087000812;0100812000,0.0,ST,0.0,EUR,P-100, , 
e2306,Create Goods Movement (from Order),2021-01-10T01:40:31+00:00,0005004672;4900000213,1.0,ST,632.54,EUR,P-101,601, 
e2307,Create Goods Movement (from Order),2021-01-10T01:40:31+00:00,0005004672;0100813000,0.0,ST,0.0,EUR,P-100, , 
e2308,Create Goods Movement (from Delivery),2021-01-10T01:40:31+00:00,0087000813;4900000213,1.0,ST,632.54,EUR,P-101,601, 
e2309,Create Goods Movement (from Delivery),2021-01-10T01:40:31+00:00,0087000813;0100813000,0.0,ST,0.0,EUR,P-100, , 
e2989,Create Invoice (from Order),2021-01-10T01:40:32+00:00,0005004672;0090040808,1.0,ST,2679.2,EUR, , ,L
e2990,Create Invoice (from Order),2021-01-10T01:40:32+00:00,0005004672;0090040808,0.0,ST,0.0,EUR, , ,L
e3089,Create Invoice (from Delivery),2021-01-10T01:40:32+00:00,0087000813;0090040808,1.0,ST,2679.2,EUR, , ,L
e3090,Create Invoice (from Delivery),2021-01-10T01:40:32+00:00,0087000813;0090040808,0.0,ST,0.0,EUR, , ,L
e1331,Create Goods Movement (from Order),2021-01-10T01:41:52+00:00,0005004673;4900000214,2.0,ST,1265.08,EUR,P-101,601, 
e1332,Create Goods Movement (from Order),2021-01-10T01:41:52+00:00,0005004673;0100814000,0.0,ST,0.0,EUR,P-100, , 
e1333,Create Goods Movement (from Delivery),2021-01-10T01:41:52+00:00,0087000814;4900000214,2.0,ST,1265.08,EUR,P-101,601, 
e1334,Create Goods Movement (from Delivery),2021-01-10T01:41:52+00:00,0087000814;0100814000,0.0,ST,0.0,EUR,P-100, , 
e3091,Create Invoice (from Order),2021-01-10T01:41:53+00:00,0005004673;0090040809,2.0,ST,5411.98,EUR, , ,L
e3092,Create Invoice (from Order),2021-01-10T01:41:53+00:00,0005004673;0090040809,0.0,ST,0.0,EUR, , ,L
e3093,Create Invoice (from Delivery),2021-01-10T01:41:53+00:00,0087000814;0090040809,2.0,ST,5411.98,EUR, , ,L
e3094,Create Invoice (from Delivery),2021-01-10T01:41:53+00:00,0087000814;0090040809,0.0,ST,0.0,EUR, , ,L
e3132,Create Goods Movement (from Order),2021-01-10T01:42:18+00:00,0005004674;4900000215,1.0,ST,632.54,EUR,P-101,601, 
e3133,Create Goods Movement (from Order),2021-01-10T01:42:18+00:00,0005004674;0100815000,0.0,ST,0.0,EUR,P-100, , 
e3134,Create Goods Movement (from Delivery),2021-01-10T01:42:18+00:00,0087000815;4900000215,1.0,ST,632.54,EUR,P-101,601, 
e3135,Create Goods Movement (from Delivery),2021-01-10T01:42:18+00:00,0087000815;0100815000,0.0,ST,0.0,EUR,P-100, , 
e3095,Create Invoice (from Order),2021-01-10T01:42:19+00:00,0005004674;0090040810,1.0,ST,2679.2,EUR, , ,L
e3096,Create Invoice (from Order),2021-01-10T01:42:19+00:00,0005004674;0090040810,0.0,ST,0.0,EUR, , ,L
e3097,Create Invoice (from Delivery),2021-01-10T01:42:19+00:00,0087000815;0090040810,1.0,ST,2679.2,EUR, , ,L
e3098,Create Invoice (from Delivery),2021-01-10T01:42:19+00:00,0087000815;0090040810,0.0,ST,0.0,EUR, , ,L
e2551,Create Goods Movement (from Order),2021-01-10T01:43:17+00:00,0005004675;4900000216,2.0,ST,1265.08,EUR,P-101,601, 
e2552,Create Goods Movement (from Order),2021-01-10T01:43:17+00:00,0005004675;0100816000,0.0,ST,0.0,EUR,P-100, , 
e2553,Create Goods Movement (from Delivery),2021-01-10T01:43:17+00:00,0087000816;4900000216,2.0,ST,1265.08,EUR,P-101,601, 
e2554,Create Goods Movement (from Delivery),2021-01-10T01:43:17+00:00,0087000816;0100816000,0.0,ST,0.0,EUR,P-100, , 
e3099,Create Invoice (from Order),2021-01-10T01:43:18+00:00,0005004675;0090040811,2.0,ST,5358.4,EUR, , ,L
e3100,Create Invoice (from Order),2021-01-10T01:43:18+00:00,0005004675;0090040811,0.0,ST,0.0,EUR, , ,L
e3101,Create Invoice (from Delivery),2021-01-10T01:43:18+00:00,0087000816;0090040811,2.0,ST,5358.4,EUR, , ,L
e3102,Create Invoice (from Delivery),2021-01-10T01:43:18+00:00,0087000816;0090040811,0.0,ST,0.0,EUR, , ,L
e1236,Create Goods Movement (from Order),2021-01-10T01:43:49+00:00,0005004676;4900000217,1.0,ST,632.54,EUR,P-101,601, 
e1237,Create Goods Movement (from Order),2021-01-10T01:43:49+00:00,0005004676;0100817000,0.0,ST,0.0,EUR,P-100, , 
e1238,Create Goods Movement (from Delivery),2021-01-10T01:43:49+00:00,0087000817;4900000217,1.0,ST,632.54,EUR,P-101,601, 
e1239,Create Goods Movement (from Delivery),2021-01-10T01:43:49+00:00,0087000817;0100817000,0.0,ST,0.0,EUR,P-100, , 
e3103,Create Invoice (from Order),2021-01-10T01:43:50+00:00,0005004676;0090040812,1.0,ST,2679.2,EUR, , ,L
e3104,Create Invoice (from Order),2021-01-10T01:43:50+00:00,0005004676;0090040812,0.0,ST,0.0,EUR, , ,L
e3105,Create Invoice (from Delivery),2021-01-10T01:43:50+00:00,0087000817;0090040812,1.0,ST,2679.2,EUR, , ,L
e3106,Create Invoice (from Delivery),2021-01-10T01:43:50+00:00,0087000817;0090040812,0.0,ST,0.0,EUR, , ,L
e1416,Create Goods Movement (from Order),2021-01-10T01:44:28+00:00,0005004677;4900000218,1.0,ST,632.54,EUR,P-101,601, 
e1417,Create Goods Movement (from Order),2021-01-10T01:44:28+00:00,0005004677;0100818000,0.0,ST,0.0,EUR,P-100, , 
e1418,Create Goods Movement (from Delivery),2021-01-10T01:44:28+00:00,0087000818;4900000218,1.0,ST,632.54,EUR,P-101,601, 
e1419,Create Goods Movement (from Delivery),2021-01-10T01:44:28+00:00,0087000818;0100818000,0.0,ST,0.0,EUR,P-100, , 
e3107,Create Invoice (from Order),2021-01-10T01:44:29+00:00,0005004677;0090040813,1.0,ST,2679.2,EUR, , ,L
e3108,Create Invoice (from Order),2021-01-10T01:44:29+00:00,0005004677;0090040813,0.0,ST,0.0,EUR, , ,L
e3109,Create Invoice (from Delivery),2021-01-10T01:44:29+00:00,0087000818;0090040813,1.0,ST,2679.2,EUR, , ,L
e3110,Create Invoice (from Delivery),2021-01-10T01:44:29+00:00,0087000818;0090040813,0.0,ST,0.0,EUR, , ,L
e2108,Create Goods Movement (from Order),2021-01-10T01:44:55+00:00,0005004678;4900000219,1.0,ST,632.54,EUR,P-101,601, 
e2109,Create Goods Movement (from Order),2021-01-10T01:44:55+00:00,0005004678;0100819000,0.0,ST,0.0,EUR,P-100, , 
e2110,Create Goods Movement (from Delivery),2021-01-10T01:44:55+00:00,0087000819;4900000219,1.0,ST,632.54,EUR,P-101,601, 
e2111,Create Goods Movement (from Delivery),2021-01-10T01:44:55+00:00,0087000819;0100819000,0.0,ST,0.0,EUR,P-100, , 
e3111,Create Invoice (from Order),2021-01-10T01:44:56+00:00,0005004678;0090040814,1.0,ST,2679.2,EUR, , ,L
e3112,Create Invoice (from Order),2021-01-10T01:44:56+00:00,0005004678;0090040814,0.0,ST,0.0,EUR, , ,L
e3113,Create Invoice (from Delivery),2021-01-10T01:44:56+00:00,0087000819;0090040814,1.0,ST,2679.2,EUR, , ,L
e3114,Create Invoice (from Delivery),2021-01-10T01:44:56+00:00,0087000819;0090040814,0.0,ST,0.0,EUR, , ,L
e2555,Create Goods Movement (from Order),2021-01-10T01:46:16+00:00,0005004679;4900000220,2.0,ST,1265.08,EUR,P-101,601, 
e2556,Create Goods Movement (from Order),2021-01-10T01:46:16+00:00,0005004679;0100820000,0.0,ST,0.0,EUR,P-100, , 
e2557,Create Goods Movement (from Delivery),2021-01-10T01:46:16+00:00,0087000820;4900000220,2.0,ST,1265.08,EUR,P-101,601, 
e2558,Create Goods Movement (from Delivery),2021-01-10T01:46:16+00:00,0087000820;0100820000,0.0,ST,0.0,EUR,P-100, , 
e1988,Create Invoice (from Order),2021-01-10T01:46:17+00:00,0005004679;0090040815,2.0,ST,5411.98,EUR, , ,L
e1989,Create Invoice (from Order),2021-01-10T01:46:17+00:00,0005004679;0090040815,0.0,ST,0.0,EUR, , ,L
e1990,Create Invoice (from Delivery),2021-01-10T01:46:17+00:00,0087000820;0090040815,2.0,ST,5411.98,EUR, , ,L
e1991,Create Invoice (from Delivery),2021-01-10T01:46:17+00:00,0087000820;0090040815,0.0,ST,0.0,EUR, , ,L
e1368,Create Goods Movement (from Order),2021-01-10T01:46:43+00:00,0005004680;4900000221,1.0,ST,632.54,EUR,P-101,601, 
e1369,Create Goods Movement (from Order),2021-01-10T01:46:43+00:00,0005004680;0100821000,0.0,ST,0.0,EUR,P-100, , 
e1370,Create Goods Movement (from Delivery),2021-01-10T01:46:43+00:00,0087000821;4900000221,1.0,ST,632.54,EUR,P-101,601, 
e1371,Create Goods Movement (from Delivery),2021-01-10T01:46:43+00:00,0087000821;0100821000,0.0,ST,0.0,EUR,P-100, , 
e1992,Create Invoice (from Order),2021-01-10T01:46:44+00:00,0005004680;0090040816,1.0,ST,2679.2,EUR, , ,L
e1993,Create Invoice (from Order),2021-01-10T01:46:44+00:00,0005004680;0090040816,0.0,ST,0.0,EUR, , ,L
e1994,Create Invoice (from Delivery),2021-01-10T01:46:44+00:00,0087000821;0090040816,1.0,ST,2679.2,EUR, , ,L
e1995,Create Invoice (from Delivery),2021-01-10T01:46:44+00:00,0087000821;0090040816,0.0,ST,0.0,EUR, , ,L
e3136,Create Goods Movement (from Order),2021-01-10T01:48:55+00:00,0005004681;4900000222,2.0,ST,1265.08,EUR,P-101,601, 
e3137,Create Goods Movement (from Order),2021-01-10T01:48:55+00:00,0005004681;0100822000,0.0,ST,0.0,EUR,P-100, , 
e3138,Create Goods Movement (from Delivery),2021-01-10T01:48:55+00:00,0087000822;4900000222,2.0,ST,1265.08,EUR,P-101,601, 
e3139,Create Goods Movement (from Delivery),2021-01-10T01:48:55+00:00,0087000822;0100822000,0.0,ST,0.0,EUR,P-100, , 
e1996,Create Invoice (from Order),2021-01-10T01:48:56+00:00,0005004681;0090040817,2.0,ST,5411.98,EUR, , ,L
e1997,Create Invoice (from Order),2021-01-10T01:48:56+00:00,0005004681;0090040817,0.0,ST,0.0,EUR, , ,L
e1998,Create Invoice (from Delivery),2021-01-10T01:48:56+00:00,0087000822;0090040817,2.0,ST,5411.98,EUR, , ,L
e1999,Create Invoice (from Delivery),2021-01-10T01:48:56+00:00,0087000822;0090040817,0.0,ST,0.0,EUR, , ,L
e2559,Create Goods Movement (from Order),2021-01-10T01:49:22+00:00,0005004682;4900000223,1.0,ST,632.54,EUR,P-101,601, 
e2560,Create Goods Movement (from Order),2021-01-10T01:49:22+00:00,0005004682;0100823000,0.0,ST,0.0,EUR,P-100, , 
e2561,Create Goods Movement (from Delivery),2021-01-10T01:49:22+00:00,0087000823;4900000223,1.0,ST,632.54,EUR,P-101,601, 
e2562,Create Goods Movement (from Delivery),2021-01-10T01:49:22+00:00,0087000823;0100823000,0.0,ST,0.0,EUR,P-100, , 
e2000,Create Invoice (from Order),2021-01-10T01:49:23+00:00,0005004682;0090040818,1.0,ST,2679.2,EUR, , ,L
e2001,Create Invoice (from Order),2021-01-10T01:49:23+00:00,0005004682;0090040818,0.0,ST,0.0,EUR, , ,L
e2002,Create Invoice (from Delivery),2021-01-10T01:49:23+00:00,0087000823;0090040818,1.0,ST,2679.2,EUR, , ,L
e2003,Create Invoice (from Delivery),2021-01-10T01:49:23+00:00,0087000823;0090040818,0.0,ST,0.0,EUR, , ,L
e1748,Create Goods Movement (from Order),2021-01-10T01:51:18+00:00,0005004683;4900000224,2.0,ST,1265.08,EUR,P-101,601, 
e1749,Create Goods Movement (from Order),2021-01-10T01:51:18+00:00,0005004683;0100824000,0.0,ST,0.0,EUR,P-100, , 
e1750,Create Goods Movement (from Delivery),2021-01-10T01:51:18+00:00,0087000824;4900000224,2.0,ST,1265.08,EUR,P-101,601, 
e1751,Create Goods Movement (from Delivery),2021-01-10T01:51:18+00:00,0087000824;0100824000,0.0,ST,0.0,EUR,P-100, , 
e2004,Create Invoice (from Order),2021-01-10T01:51:18+00:00,0005004683;0090040819,2.0,ST,5411.98,EUR, , ,L
e2005,Create Invoice (from Order),2021-01-10T01:51:18+00:00,0005004683;0090040819,0.0,ST,0.0,EUR, , ,L
e2006,Create Invoice (from Delivery),2021-01-10T01:51:18+00:00,0087000824;0090040819,2.0,ST,5411.98,EUR, , ,L
e2007,Create Invoice (from Delivery),2021-01-10T01:51:18+00:00,0087000824;0090040819,0.0,ST,0.0,EUR, , ,L
e3140,Create Goods Movement (from Order),2021-01-10T01:51:43+00:00,0005004684;4900000225,1.0,ST,632.54,EUR,P-101,601, 
e3141,Create Goods Movement (from Order),2021-01-10T01:51:43+00:00,0005004684;0100825000,0.0,ST,0.0,EUR,P-100, , 
e3142,Create Goods Movement (from Delivery),2021-01-10T01:51:43+00:00,0087000825;4900000225,1.0,ST,632.54,EUR,P-101,601, 
e3143,Create Goods Movement (from Delivery),2021-01-10T01:51:43+00:00,0087000825;0100825000,0.0,ST,0.0,EUR,P-100, , 
e2008,Create Invoice (from Order),2021-01-10T01:51:44+00:00,0005004684;0090040820,1.0,ST,2679.2,EUR, , ,L
e2009,Create Invoice (from Order),2021-01-10T01:51:44+00:00,0005004684;0090040820,0.0,ST,0.0,EUR, , ,L
e2010,Create Invoice (from Delivery),2021-01-10T01:51:44+00:00,0087000825;0090040820,1.0,ST,2679.2,EUR, , ,L
e2011,Create Invoice (from Delivery),2021-01-10T01:51:44+00:00,0087000825;0090040820,0.0,ST,0.0,EUR, , ,L
e3144,Create Goods Movement (from Order),2021-01-10T01:52:31+00:00,0005004685;4900000226,2.0,ST,1265.08,EUR,P-101,601, 
e3145,Create Goods Movement (from Order),2021-01-10T01:52:31+00:00,0005004685;0100826000,0.0,ST,0.0,EUR,P-100, , 
e3146,Create Goods Movement (from Delivery),2021-01-10T01:52:31+00:00,0087000826;4900000226,2.0,ST,1265.08,EUR,P-101,601, 
e3147,Create Goods Movement (from Delivery),2021-01-10T01:52:31+00:00,0087000826;0100826000,0.0,ST,0.0,EUR,P-100, , 
e2012,Create Invoice (from Order),2021-01-10T01:52:32+00:00,0005004685;0090040821,2.0,ST,5358.4,EUR, , ,L
e2013,Create Invoice (from Order),2021-01-10T01:52:32+00:00,0005004685;0090040821,0.0,ST,0.0,EUR, , ,L
e2014,Create Invoice (from Delivery),2021-01-10T01:52:32+00:00,0087000826;0090040821,2.0,ST,5358.4,EUR, , ,L
e2015,Create Invoice (from Delivery),2021-01-10T01:52:32+00:00,0087000826;0090040821,0.0,ST,0.0,EUR, , ,L
e1372,Create Goods Movement (from Order),2021-01-10T01:52:56+00:00,0005004686;4900000227,1.0,ST,632.54,EUR,P-101,601, 
e1373,Create Goods Movement (from Order),2021-01-10T01:52:56+00:00,0005004686;0100827000,0.0,ST,0.0,EUR,P-100, , 
e3115,Create Goods Movement (from Delivery),2021-01-10T01:52:56+00:00,0087000827;4900000227,1.0,ST,632.54,EUR,P-101,601, 
e3116,Create Goods Movement (from Delivery),2021-01-10T01:52:56+00:00,0087000827;0100827000,0.0,ST,0.0,EUR,P-100, , 
e2016,Create Invoice (from Order),2021-01-10T01:52:57+00:00,0005004686;0090040822,1.0,ST,2679.2,EUR, , ,L
e2017,Create Invoice (from Order),2021-01-10T01:52:57+00:00,0005004686;0090040822,0.0,ST,0.0,EUR, , ,L
e2055,Create Invoice (from Delivery),2021-01-10T01:52:57+00:00,0087000827;0090040822,1.0,ST,2679.2,EUR, , ,L
e2056,Create Invoice (from Delivery),2021-01-10T01:52:57+00:00,0087000827;0090040822,0.0,ST,0.0,EUR, , ,L
e3117,Create Goods Movement (from Order),2021-01-10T01:53:22+00:00,0005004687;4900000228,1.0,ST,632.54,EUR,P-101,601, 
e3118,Create Goods Movement (from Order),2021-01-10T01:53:22+00:00,0005004687;0100828000,0.0,ST,0.0,EUR,P-100, , 
e3119,Create Goods Movement (from Delivery),2021-01-10T01:53:22+00:00,0087000828;4900000228,1.0,ST,632.54,EUR,P-101,601, 
e3120,Create Goods Movement (from Delivery),2021-01-10T01:53:22+00:00,0087000828;0100828000,0.0,ST,0.0,EUR,P-100, , 
e2057,Create Invoice (from Order),2021-01-10T01:53:23+00:00,0005004687;0090040823,1.0,ST,2679.2,EUR, , ,L
e2058,Create Invoice (from Order),2021-01-10T01:53:23+00:00,0005004687;0090040823,0.0,ST,0.0,EUR, , ,L
e2059,Create Invoice (from Delivery),2021-01-10T01:53:23+00:00,0087000828;0090040823,1.0,ST,2679.2,EUR, , ,L
e2060,Create Invoice (from Delivery),2021-01-10T01:53:23+00:00,0087000828;0090040823,0.0,ST,0.0,EUR, , ,L
e2435,Create Goods Movement (from Order),2021-01-10T01:53:48+00:00,0005004688;4900000229,1.0,ST,632.54,EUR,P-101,601, 
e2436,Create Goods Movement (from Order),2021-01-10T01:53:48+00:00,0005004688;0100829000,0.0,ST,0.0,EUR,P-100, , 
e2437,Create Goods Movement (from Delivery),2021-01-10T01:53:48+00:00,0087000829;4900000229,1.0,ST,632.54,EUR,P-101,601, 
e2438,Create Goods Movement (from Delivery),2021-01-10T01:53:48+00:00,0087000829;0100829000,0.0,ST,0.0,EUR,P-100, , 
e2061,Create Invoice (from Order),2021-01-10T01:53:49+00:00,0005004688;0090040824,1.0,ST,2679.2,EUR, , ,L
e2062,Create Invoice (from Order),2021-01-10T01:53:49+00:00,0005004688;0090040824,0.0,ST,0.0,EUR, , ,L
e2063,Create Invoice (from Delivery),2021-01-10T01:53:49+00:00,0087000829;0090040824,1.0,ST,2679.2,EUR, , ,L
e2064,Create Invoice (from Delivery),2021-01-10T01:53:49+00:00,0087000829;0090040824,0.0,ST,0.0,EUR, , ,L
e1456,Create Goods Movement (from Order),2021-01-10T01:55:25+00:00,0005004689;4900000230,1.0,ST,632.54,EUR,P-101,601, 
e1457,Create Goods Movement (from Order),2021-01-10T01:55:25+00:00,0005004689;0100830000,0.0,ST,0.0,EUR,P-100, , 
e1458,Create Goods Movement (from Delivery),2021-01-10T01:55:25+00:00,0087000830;4900000230,1.0,ST,632.54,EUR,P-101,601, 
e1459,Create Goods Movement (from Delivery),2021-01-10T01:55:25+00:00,0087000830;0100830000,0.0,ST,0.0,EUR,P-100, , 
e2065,Create Invoice (from Order),2021-01-10T01:55:25+00:00,0005004689;0090040825,1.0,ST,2705.99,EUR, , ,L
e2066,Create Invoice (from Order),2021-01-10T01:55:25+00:00,0005004689;0090040825,0.0,ST,0.0,EUR, , ,L
e2067,Create Invoice (from Delivery),2021-01-10T01:55:25+00:00,0087000830;0090040825,1.0,ST,2705.99,EUR, , ,L
e2068,Create Invoice (from Delivery),2021-01-10T01:55:25+00:00,0087000830;0090040825,0.0,ST,0.0,EUR, , ,L
e2310,Create Goods Movement (from Order),2021-01-10T01:55:50+00:00,0005004690;4900000231,1.0,ST,632.54,EUR,P-101,601, 
e2311,Create Goods Movement (from Order),2021-01-10T01:55:50+00:00,0005004690;0100831000,0.0,ST,0.0,EUR,P-100, , 
e2312,Create Goods Movement (from Delivery),2021-01-10T01:55:50+00:00,0087000831;4900000231,1.0,ST,632.54,EUR,P-101,601, 
e2313,Create Goods Movement (from Delivery),2021-01-10T01:55:50+00:00,0087000831;0100831000,0.0,ST,0.0,EUR,P-100, , 
e2069,Create Invoice (from Order),2021-01-10T01:55:51+00:00,0005004690;0090040826,1.0,ST,2679.2,EUR, , ,L
e2070,Create Invoice (from Order),2021-01-10T01:55:51+00:00,0005004690;0090040826,0.0,ST,0.0,EUR, , ,L
e2071,Create Invoice (from Delivery),2021-01-10T01:55:51+00:00,0087000831;0090040826,1.0,ST,2679.2,EUR, , ,L
e2072,Create Invoice (from Delivery),2021-01-10T01:55:51+00:00,0087000831;0090040826,0.0,ST,0.0,EUR, , ,L
e1557,Create Goods Movement (from Order),2021-01-10T01:57:22+00:00,0005004691;4900000232,1.0,ST,632.54,EUR,P-101,601, 
e1558,Create Goods Movement (from Order),2021-01-10T01:57:22+00:00,0005004691;0100832000,0.0,ST,0.0,EUR,P-100, , 
e1559,Create Goods Movement (from Delivery),2021-01-10T01:57:22+00:00,0087000832;4900000232,1.0,ST,632.54,EUR,P-101,601, 
e1560,Create Goods Movement (from Delivery),2021-01-10T01:57:22+00:00,0087000832;0100832000,0.0,ST,0.0,EUR,P-100, , 
e3148,Create Invoice (from Order),2021-01-10T01:57:23+00:00,0005004691;0090040827,1.0,ST,2705.99,EUR, , ,L
e3149,Create Invoice (from Order),2021-01-10T01:57:23+00:00,0005004691;0090040827,0.0,ST,0.0,EUR, , ,L
e3150,Create Invoice (from Delivery),2021-01-10T01:57:23+00:00,0087000832;0090040827,1.0,ST,2705.99,EUR, , ,L
e3151,Create Invoice (from Delivery),2021-01-10T01:57:23+00:00,0087000832;0090040827,0.0,ST,0.0,EUR, , ,L
e1335,Create Goods Movement (from Order),2021-01-10T01:57:47+00:00,0005004692;4900000233,1.0,ST,632.54,EUR,P-101,601, 
e1336,Create Goods Movement (from Order),2021-01-10T01:57:47+00:00,0005004692;0100833000,0.0,ST,0.0,EUR,P-100, , 
e1337,Create Goods Movement (from Delivery),2021-01-10T01:57:47+00:00,0087000833;4900000233,1.0,ST,632.54,EUR,P-101,601, 
e1338,Create Goods Movement (from Delivery),2021-01-10T01:57:47+00:00,0087000833;0100833000,0.0,ST,0.0,EUR,P-100, , 
e3152,Create Invoice (from Order),2021-01-10T01:57:48+00:00,0005004692;0090040828,1.0,ST,2679.2,EUR, , ,L
e3153,Create Invoice (from Order),2021-01-10T01:57:48+00:00,0005004692;0090040828,0.0,ST,0.0,EUR, , ,L
e3154,Create Invoice (from Delivery),2021-01-10T01:57:48+00:00,0087000833;0090040828,1.0,ST,2679.2,EUR, , ,L
e3155,Create Invoice (from Delivery),2021-01-10T01:57:48+00:00,0087000833;0090040828,0.0,ST,0.0,EUR, , ,L
e1374,Create Goods Movement (from Order),2021-01-10T01:58:13+00:00,0005004693;4900000234,1.0,ST,632.54,EUR,P-101,601, 
e1375,Create Goods Movement (from Order),2021-01-10T01:58:13+00:00,0005004693;0100834000,0.0,ST,0.0,EUR,P-100, , 
e1376,Create Goods Movement (from Delivery),2021-01-10T01:58:13+00:00,0087000834;4900000234,1.0,ST,632.54,EUR,P-101,601, 
e1377,Create Goods Movement (from Delivery),2021-01-10T01:58:13+00:00,0087000834;0100834000,0.0,ST,0.0,EUR,P-100, , 
e1271,Create Invoice (from Order),2021-01-10T01:58:14+00:00,0005004693;0090040829,1.0,ST,2679.2,EUR, , ,L
e1272,Create Invoice (from Order),2021-01-10T01:58:14+00:00,0005004693;0090040829,0.0,ST,0.0,EUR, , ,L
e1273,Create Invoice (from Delivery),2021-01-10T01:58:14+00:00,0087000834;0090040829,1.0,ST,2679.2,EUR, , ,L
e1274,Create Invoice (from Delivery),2021-01-10T01:58:14+00:00,0087000834;0090040829,0.0,ST,0.0,EUR, , ,L
e2314,Create Goods Movement (from Order),2021-01-10T01:58:39+00:00,0005004694;4900000235,1.0,ST,632.54,EUR,P-101,601, 
e2315,Create Goods Movement (from Order),2021-01-10T01:58:39+00:00,0005004694;0100835000,0.0,ST,0.0,EUR,P-100, , 
e2316,Create Goods Movement (from Delivery),2021-01-10T01:58:39+00:00,0087000835;4900000235,1.0,ST,632.54,EUR,P-101,601, 
e2317,Create Goods Movement (from Delivery),2021-01-10T01:58:39+00:00,0087000835;0100835000,0.0,ST,0.0,EUR,P-100, , 
e1275,Create Invoice (from Order),2021-01-10T01:58:40+00:00,0005004694;0090040830,1.0,ST,2679.2,EUR, , ,L
e1276,Create Invoice (from Order),2021-01-10T01:58:40+00:00,0005004694;0090040830,0.0,ST,0.0,EUR, , ,L
e1277,Create Invoice (from Delivery),2021-01-10T01:58:40+00:00,0087000835;0090040830,1.0,ST,2679.2,EUR, , ,L
e1278,Create Invoice (from Delivery),2021-01-10T01:58:40+00:00,0087000835;0090040830,0.0,ST,0.0,EUR, , ,L
e1339,Create Goods Movement (from Order),2021-01-10T01:59:43+00:00,0005004695;4900000236,1.0,ST,632.54,EUR,P-101,601, 
e1340,Create Goods Movement (from Order),2021-01-10T01:59:43+00:00,0005004695;0100836000,0.0,ST,0.0,EUR,P-100, , 
e1341,Create Goods Movement (from Delivery),2021-01-10T01:59:43+00:00,0087000836;4900000236,1.0,ST,632.54,EUR,P-101,601, 
e1561,Create Goods Movement (from Delivery),2021-01-10T01:59:43+00:00,0087000836;0100836000,0.0,ST,0.0,EUR,P-100, , 
e1279,Create Invoice (from Order),2021-01-10T01:59:44+00:00,0005004695;0090040831,1.0,ST,2705.99,EUR, , ,L
e1280,Create Invoice (from Order),2021-01-10T01:59:44+00:00,0005004695;0090040831,0.0,ST,0.0,EUR, , ,L
e1281,Create Invoice (from Delivery),2021-01-10T01:59:44+00:00,0087000836;0090040831,1.0,ST,2705.99,EUR, , ,L
e1282,Create Invoice (from Delivery),2021-01-10T01:59:44+00:00,0087000836;0090040831,0.0,ST,0.0,EUR, , ,L
e1283,Create Invoice (from Order),2021-01-10T02:00:09+00:00,0005004696;0090040832,1.0,ST,2679.2,EUR, , ,L
e1284,Create Invoice (from Order),2021-01-10T02:00:09+00:00,0005004696;0090040832,0.0,ST,0.0,EUR, , ,L
e1285,Create Invoice (from Delivery),2021-01-10T02:00:09+00:00,0087000837;0090040832,1.0,ST,2679.2,EUR, , ,L
e1286,Create Invoice (from Delivery),2021-01-10T02:00:09+00:00,0087000837;0090040832,0.0,ST,0.0,EUR, , ,L
e1578,Create Goods Movement (from Order),2021-01-10T02:00:09+00:00,0005004696;4900000237,1.0,ST,632.54,EUR,P-101,601, 
