object_id,object_type,attr__vbtyp_code
0100956000,Goods Movement,R
0087000956,Delivery,J
0090040951,Invoice,M
0005004816,Order,C
0090040952,Invoice,M
0087000957,Delivery,J
0005004817,Order,C
4900000358,Goods Movement,R
0100958000,Goods Movement,R
0087000958,Delivery,J
0090040953,Invoice,M
0005004818,Order,C
4900000359,Goods Movement,R
0100959000,Goods Movement,R
0087000959,Delivery,J
0090040954,Invoice,M
4900000303,Goods Movement,R
0100903000,Goods Movement,R
4900000304,Goods Movement,R
0100904000,Goods Movement,R
4900000306,Goods Movement,R
0100906000,Goods Movement,R
4900000307,Goods Movement,R
0100907000,Goods Movement,R
4900000308,Goods Movement,R
0100908000,Goods Movement,R
4900000309,Goods Movement,R
0100909000,Goods Movement,R
4900000311,Goods Movement,R
0100911000,Goods Movement,R
4900000313,Goods Movement,R
0100913000,Goods Movement,R
4900000314,Goods Movement,R
0100914000,Goods Movement,R
4900000325,Goods Movement,R
0100925000,Goods Movement,R
4900000326,Goods Movement,R
0100926000,Goods Movement,R
0005004786,Order,C
4900000327,Goods Movement,R
0100927000,Goods Movement,R
0087000927,Delivery,J
0090040922,Invoice,M
0005004788,Order,C
4900000329,Goods Movement,R
0100929000,Goods Movement,R
0087000929,Delivery,J
0090040924,Invoice,M
0005004789,Order,C
4900000330,Goods Movement,R
0100930000,Goods Movement,R
0087000930,Delivery,J
0090040925,Invoice,M
0005004790,Order,C
4900000331,Goods Movement,R
4900000354,Goods Movement,R
0100954000,Goods Movement,R
4900000357,Goods Movement,R
0100957000,Goods Movement,R
0005004819,Order,C
4900000360,Goods Movement,R
0100960000,Goods Movement,R
0087000960,Delivery,J
0090040955,Invoice,M
0005004820,Order,C
4900000361,Goods Movement,R
0100961000,Goods Movement,R
0087000961,Delivery,J
0090040956,Invoice,M
0005004821,Order,C
4900000362,Goods Movement,R
0100962000,Goods Movement,R
0087000962,Delivery,J
0090040957,Invoice,M
4900000073,Goods Movement,R
4900000079,Goods Movement,R
4900000081,Goods Movement,R
4900000083,Goods Movement,R
4900000087,Goods Movement,R
4900000091,Goods Movement,R
4900000095,Goods Movement,R
4900000098,Goods Movement,R
4900000105,Goods Movement,R
4900000106,Goods Movement,R
4900000112,Goods Movement,R
4900000125,Goods Movement,R
4900000132,Goods Movement,R
4900000144,Goods Movement,R
4900000147,Goods Movement,R
0015000079,Inquiry,A
0005001189,Quotation,B
0015000081,Inquiry,A
0005001190,Quotation,B
0005004356,Order,C
0005004357,Order,C
0015000085,Inquiry,A
0005001194,Quotation,B
0090040611,Invoice,M
0015000083,Inquiry,A
0005001195,Quotation,B
0015000087,Inquiry,A
0005001198,Quotation,B
0005004352,Order,C
0090040612,Invoice,M
0087000491,Delivery,J
0015000088,Inquiry,A
0005001199,Quotation,B
0015000089,Inquiry,A
0005001200,Quotation,B
0005004351,Order,C
0090040613,Invoice,M
0087000492,Delivery,J
0015000091,Inquiry,A
0005001201,Quotation,B
0005004360,Order,C
0090040614,Invoice,M
0087000493,Delivery,J
0015000090,Inquiry,A
0005001202,Quotation,B
0005004361,Order,C
0005004362,Order,C
0005004363,Order,C
0090040615,Invoice,M
0087000494,Delivery,J
0015000092,Inquiry,A
0005001203,Quotation,B
0015000164,Inquiry,A
0005001272,Quotation,B
0005004463,Order,C
0090040625,Invoice,M
0087000604,Delivery,J
0015000165,Inquiry,A
0005001273,Quotation,B
0090040626,Invoice,M
0015000166,Inquiry,A
0005001274,Quotation,B
0015000207,Inquiry,A
0005001315,Quotation,B
0005004496,Order,C
0090040650,Invoice,M
0087000637,Delivery,J
0015000209,Inquiry,A
0005001317,Quotation,B
0090040651,Invoice,M
0015000210,Inquiry,A
0005001318,Quotation,B
0015000213,Inquiry,A
0005001321,Quotation,B
0100931000,Goods Movement,R
0087000931,Delivery,J
0090040926,Invoice,M
4900000332,Goods Movement,R
0100932000,Goods Movement,R
0005004792,Order,C
4900000333,Goods Movement,R
0100933000,Goods Movement,R
0087000933,Delivery,J
0090040928,Invoice,M
0005004793,Order,C
4900000334,Goods Movement,R
0100934000,Goods Movement,R
0090040801,Invoice,M
0090040802,Invoice,M
0090040803,Invoice,M
0090040804,Invoice,M
0090040805,Invoice,M
0005004670,Order,C
0090040806,Invoice,M
0087000811,Delivery,J
0005004671,Order,C
0090040807,Invoice,M
0087000812,Delivery,J
0090040808,Invoice,M
4900000080,Goods Movement,R
4900000082,Goods Movement,R
4900000100,Goods Movement,R
4900000108,Goods Movement,R
4900000128,Goods Movement,R
4900000139,Goods Movement,R
4900000161,Goods Movement,R
0100761000,Goods Movement,R
4900000165,Goods Movement,R
0100765000,Goods Movement,R
4900000168,Goods Movement,R
0100768000,Goods Movement,R
4900000180,Goods Movement,R
0100780000,Goods Movement,R
4900000194,Goods Movement,R
0100794000,Goods Movement,R
4900000204,Goods Movement,R
0090040627,Invoice,M
0015000167,Inquiry,A
0005001275,Quotation,B
0015000168,Inquiry,A
0005001276,Quotation,B
0005004466,Order,C
0005001277,Quotation,B
0005004467,Order,C
0005001285,Quotation,B
0005004473,Order,C
0005001292,Quotation,B
0090040634,Invoice,M
0015000185,Inquiry,A
0005001293,Quotation,B
0005004479,Order,C
0090040635,Invoice,M
0087000620,Delivery,J
0015000186,Inquiry,A
0005001294,Quotation,B
0005004480,Order,C
0090040636,Invoice,M
0087000621,Delivery,J
0015000187,Inquiry,A
0005001295,Quotation,B
0015000188,Inquiry,A
0005001296,Quotation,B
0090040637,Invoice,M
0015000189,Inquiry,A
0005001297,Quotation,B
0090040638,Invoice,M
0015000190,Inquiry,A
0005001298,Quotation,B
0005004483,Order,C
0090040639,Invoice,M
0087000624,Delivery,J
0015000191,Inquiry,A
0005001299,Quotation,B
0015000192,Inquiry,A
0005001300,Quotation,B
0005004484,Order,C
0015000193,Inquiry,A
0005001301,Quotation,B
0090040640,Invoice,M
0005004270,Order,C
4900005890,Goods Movement,R
0087000413,Delivery,J
4900005912,Goods Movement,R
4900005913,Goods Movement,R
4900005914,Goods Movement,R
0087000393,Delivery,J
0005004242,Order,C
4900005924,Goods Movement,R
0087000385,Delivery,J
4900000075,Goods Movement,R
4900000077,Goods Movement,R
4900000086,Goods Movement,R
4900000089,Goods Movement,R
4900000121,Goods Movement,R
4900000143,Goods Movement,R
4900000149,Goods Movement,R
4900000160,Goods Movement,R
0090040809,Invoice,M
0005004674,Order,C
0090040810,Invoice,M
0087000815,Delivery,J
0090040811,Invoice,M
0090040812,Invoice,M
0090040813,Invoice,M
0090040814,Invoice,M
4900000228,Goods Movement,R
0100828000,Goods Movement,R
0100804000,Goods Movement,R
4900000211,Goods Movement,R
0100811000,Goods Movement,R
4900000212,Goods Movement,R
0100812000,Goods Movement,R
4900000215,Goods Movement,R
0100815000,Goods Movement,R
4900000222,Goods Movement,R
0100822000,Goods Movement,R
4900000225,Goods Movement,R
0100825000,Goods Movement,R
4900000226,Goods Movement,R
0100826000,Goods Movement,R
0090040827,Invoice,M
0090040828,Invoice,M
0087000609,Delivery,J
4900000033,Goods Movement,R
4900000040,Goods Movement,R
4900000041,Goods Movement,R
4900000050,Goods Movement,R
4900000051,Goods Movement,R
0087000632,Delivery,J
4900000064,Goods Movement,R
0015000227,Inquiry,A
0005001335,Quotation,B
0015000228,Inquiry,A
0005001336,Quotation,B
0005004511,Order,C
0015000229,Inquiry,A
0005001337,Quotation,B
0005004512,Order,C
4900000069,Goods Movement,R
0087000653,Delivery,J
0090040664,Invoice,M
0015000230,Inquiry,A
0005001338,Quotation,B
0090040665,Invoice,M
0015000232,Inquiry,A
0005001340,Quotation,B
0090040666,Invoice,M
0015000234,Inquiry,A
0005001342,Quotation,B
0005004516,Order,C
4900000072,Goods Movement,R
0087000657,Delivery,J
0090040667,Invoice,M
0090491000,Goods Movement,R
0005004364,Order,C
0015000093,Inquiry,A
0005001204,Quotation,B
0090496000,Goods Movement,R
0087000496,Delivery,J
0090040616,Invoice,M
0005004365,Order,C
0015000094,Inquiry,A
0005001205,Quotation,B
0015000108,Inquiry,A
0005001216,Quotation,B
0015000109,Inquiry,A
0005001217,Quotation,B
0005004423,Order,C
0015000110,Inquiry,A
0005001218,Quotation,B
0005004424,Order,C
0090040617,Invoice,M
0087000565,Delivery,J
0015000111,Inquiry,A
0005001219,Quotation,B
0005004425,Order,C
0090040618,Invoice,M
0087000566,Delivery,J
0015000112,Inquiry,A
0005001220,Quotation,B
0015000113,Inquiry,A
0005001221,Quotation,B
0005004426,Order,C
0090040619,Invoice,M
0087000567,Delivery,J
0015000114,Inquiry,A
0005001222,Quotation,B
0005004427,Order,C
0090568000,Goods Movement,R
4900000020,Goods Movement,R
0087000568,Delivery,J
0090040523,Invoice,M
0087000374,Delivery,J
0005004290,Order,C
0090040524,Invoice,M
0087000433,Delivery,J
0090040525,Invoice,M
0087000366,Delivery,J
0005004291,Order,C
0090040526,Invoice,M
0087000434,Delivery,J
0005004300,Order,C
0090040527,Invoice,M
0087000443,Delivery,J
0090040528,Invoice,M
0005004273,Order,C
0090040529,Invoice,M
0087000416,Delivery,J
0090040530,Invoice,M
0090040620,Invoice,M
0015000115,Inquiry,A
0005001223,Quotation,B
0005004428,Order,C
0015000116,Inquiry,A
0005001224,Quotation,B
0015000118,Inquiry,A
0005001226,Quotation,B
0005004430,Order,C
0015000119,Inquiry,A
0005001227,Quotation,B
0090040621,Invoice,M
0015000120,Inquiry,A
0005001228,Quotation,B
0015000121,Inquiry,A
0005001229,Quotation,B
0090040622,Invoice,M
0015000122,Inquiry,A
0005001230,Quotation,B
0090040623,Invoice,M
0015000123,Inquiry,A
0005001231,Quotation,B
0005004434,Order,C
0090040624,Invoice,M
0087000575,Delivery,J
0015000124,Inquiry,A
0005001232,Quotation,B
0015000125,Inquiry,A
0005001233,Quotation,B
0005004435,Order,C
0090040531,Invoice,M
0087000430,Delivery,J
0090040541,Invoice,M
0090040542,Invoice,M
0005004220,Order,C
0090040543,Invoice,M
0087000363,Delivery,J
0090040544,Invoice,M
0090040545,Invoice,M
0090040546,Invoice,M
0090040547,Invoice,M
0090040553,Invoice,M
0090040554,Invoice,M
0087000408,Delivery,J
0090040557,Invoice,M
0005004258,Order,C
0090040558,Invoice,M
0087000401,Delivery,J
0090040559,Invoice,M
0090040488,Invoice,M
0090040489,Invoice,M
0090040490,Invoice,M
0087000354,Delivery,J
0090040560,Invoice,M
0090040561,Invoice,M
0090040562,Invoice,M
0087000356,Delivery,J
0090040563,Invoice,M
0090040564,Invoice,M
0090040565,Invoice,M
0090040566,Invoice,M
0090040570,Invoice,M
0005004229,Order,C
0090040571,Invoice,M
0087000372,Delivery,J
0090040572,Invoice,M
0090040577,Invoice,M
0005004206,Order,C
0090040578,Invoice,M
0087000349,Delivery,J
0090040579,Invoice,M
0090040580,Invoice,M
0087000400,Delivery,J
0090040581,Invoice,M
0090040582,Invoice,M
0090040583,Invoice,M
0090040584,Invoice,M
0090040585,Invoice,M
4900005884,Goods Movement,R
4900005889,Goods Movement,R
4900005893,Goods Movement,R
4900005903,Goods Movement,R
4900005949,Goods Movement,R
0087000428,Delivery,J
4900005950,Goods Movement,R
0087000437,Delivery,J
0005004254,Order,C
4900005951,Goods Movement,R
0087000397,Delivery,J
4900000009,Goods Movement,R
0087000483,Delivery,J
4900000015,Goods Movement,R
0015000126,Inquiry,A
0005001234,Quotation,B
0005004436,Order,C
0015000127,Inquiry,A
0005001235,Quotation,B
0005004437,Order,C
0090040491,Invoice,M
0090040492,Invoice,M
0090040493,Invoice,M
0090040511,Invoice,M
0000019168,Order,C
0090040512,Invoice,M
0080018968,Delivery,J
0015000128,Inquiry,A
0005001236,Quotation,B
0015000129,Inquiry,A
0005001237,Quotation,B
0005004438,Order,C
0015000130,Inquiry,A
0005001238,Quotation,B
0005004439,Order,C
0015000137,Inquiry,A
0005001245,Quotation,B
0005004444,Order,C
0015000138,Inquiry,A
0005001246,Quotation,B
0005004445,Order,C
0015000139,Inquiry,A
0005001247,Quotation,B
0005004446,Order,C
0015000140,Inquiry,A
0005001248,Quotation,B
0015000141,Inquiry,A
0005001249,Quotation,B
0005004447,Order,C
0015000142,Inquiry,A
0005001250,Quotation,B
0005004448,Order,C
0015000143,Inquiry,A
0005001251,Quotation,B
0005004449,Order,C
0015000144,Inquiry,A
0005001252,Quotation,B
0015000146,Inquiry,A
0005001254,Quotation,B
0005004451,Order,C
0015000147,Inquiry,A
0005001255,Quotation,B
0005004452,Order,C
0005004453,Order,C
0015000150,Inquiry,A
0005001258,Quotation,B
0015000151,Inquiry,A
0005001259,Quotation,B
0005004454,Order,C
0015000152,Inquiry,A
0005001260,Quotation,B
0005004455,Order,C
2300023000,Goods Movement,R
4900005687,Goods Movement,R
2300039000,Goods Movement,R
4900005702,Goods Movement,R
4900005876,Goods Movement,R
0000019243,Order,C
4900005881,Goods Movement,R
0080019014,Delivery,J
0090040520,Invoice,M
0000019244,Order,C
4900005882,Goods Movement,R
0080019015,Delivery,J
0090040521,Invoice,M
4900005887,Goods Movement,R
4900005916,Goods Movement,R
2300019000,Goods Movement,R
4900005683,Goods Movement,R
4900005921,Goods Movement,R
4900005922,Goods Movement,R
0005001118,Quotation,B
0005004334,Order,C
4900000007,Goods Movement,R
0087000474,Delivery,J
0015000039,Inquiry,A
0005001163,Quotation,B
0015000055,Inquiry,A
0005001164,Quotation,B
0015000056,Inquiry,A
0005001165,Quotation,B
0015000057,Inquiry,A
0005001167,Quotation,B
0005004345,Order,C
0015000059,Inquiry,A
0005001170,Quotation,B
0090040602,Invoice,M
0015000062,Inquiry,A
0005001171,Quotation,B
0005004343,Order,C
0090484000,Goods Movement,R
0087000484,Delivery,J
0005004346,Order,C
4900000011,Goods Movement,R
0087000487,Delivery,J
4900000013,Goods Movement,R
0087000486,Delivery,J
4900000016,Goods Movement,R
0090494000,Goods Movement,R
0090575000,Goods Movement,R
4900000024,Goods Movement,R
2300021000,Goods Movement,R
4900005685,Goods Movement,R
2300024000,Goods Movement,R
4900005688,Goods Movement,R
2300026000,Goods Movement,R
4900005690,Goods Movement,R
0090040494,Invoice,M
2300042000,Goods Movement,R
4900005705,Goods Movement,R
2300043000,Goods Movement,R
4900005706,Goods Movement,R
0015000131,Inquiry,A
0005001239,Quotation,B
0005004440,Order,C
0015000132,Inquiry,A
0005001240,Quotation,B
0015000133,Inquiry,A
0005001241,Quotation,B
0005004441,Order,C
0015000134,Inquiry,A
0005001242,Quotation,B
0005004442,Order,C
0015000135,Inquiry,A
0005001243,Quotation,B
0005004443,Order,C
0015000136,Inquiry,A
0005001244,Quotation,B
0015000153,Inquiry,A
0005001261,Quotation,B
0005004456,Order,C
0015000155,Inquiry,A
0005001263,Quotation,B
0005004457,Order,C
0015000156,Inquiry,A
0005001264,Quotation,B
0005004458,Order,C
0015000157,Inquiry,A
0005001265,Quotation,B
0005004459,Order,C
0015000158,Inquiry,A
0005001266,Quotation,B
0015000160,Inquiry,A
0015000163,Inquiry,A
0005001271,Quotation,B
0015000169,Inquiry,A
4900000032,Goods Movement,R
0087000608,Delivery,J
0090040628,Invoice,M
0005001002,Quotation,B
0005004249,Order,C
0090040586,Invoice,M
0087000392,Delivery,J
0090040587,Invoice,M
0090040588,Invoice,M
0090040589,Invoice,M
0090040590,Invoice,M
0015000002,Inquiry,A
0020000280,Quotation,B
0005004321,Order,C
0020000281,Quotation,B
0020000284,Quotation,B
0020000286,Quotation,B
0020000289,Quotation,B
0005001116,Quotation,B
0015000009,Inquiry,A
0005001120,Quotation,B
0015000011,Inquiry,A
0005001121,Quotation,B
0005004326,Order,C
0015000010,Inquiry,A
0005001123,Quotation,B
0015000013,Inquiry,A
0005001124,Quotation,B
0015000022,Inquiry,A
0005001132,Quotation,B
0015000024,Inquiry,A
0005001133,Quotation,B
0080019003,Delivery,J
3209003000,Goods Movement,R
4900000000,Goods Movement,R
0005004336,Order,C
4900000010,Goods Movement,R
0087000481,Delivery,J
0090567000,Goods Movement,R
4900000019,Goods Movement,R
4900000029,Goods Movement,R
0015000170,Inquiry,A
0005001278,Quotation,B
0005004468,Order,C
0090040629,Invoice,M
0015000172,Inquiry,A
0005001280,Quotation,B
0015000177,Inquiry,A
4900000035,Goods Movement,R
0087000614,Delivery,J
0090040630,Invoice,M
0015000178,Inquiry,A
0005001286,Quotation,B
0090040592,Invoice,M
0087000464,Delivery,J
0015000026,Inquiry,A
0005001134,Quotation,B
0015000025,Inquiry,A
0005001135,Quotation,B
0015000019,Inquiry,A
0005001136,Quotation,B
0015000027,Inquiry,A
0005001137,Quotation,B
0015000021,Inquiry,A
0005001138,Quotation,B
0015000028,Inquiry,A
0005001139,Quotation,B
0015000029,Inquiry,A
0005001140,Quotation,B
0005004335,Order,C
0015000031,Inquiry,A
0005001142,Quotation,B
0090040593,Invoice,M
0015000036,Inquiry,A
0005001146,Quotation,B
0015000043,Inquiry,A
0005001151,Quotation,B
0015000049,Inquiry,A
0005001157,Quotation,B
0015000050,Inquiry,A
0015000048,Inquiry,A
0005001159,Quotation,B
0015000047,Inquiry,A
0005001160,Quotation,B
0090040598,Invoice,M
0015000054,Inquiry,A
0005001161,Quotation,B
0015000051,Inquiry,A
0005001162,Quotation,B
0090040599,Invoice,M
0090040600,Invoice,M
0087000478,Delivery,J
0015000053,Inquiry,A
0005001166,Quotation,B
0015000052,Inquiry,A
0005001168,Quotation,B
0090040631,Invoice,M
0015000179,Inquiry,A
0005001287,Quotation,B
0015000180,Inquiry,A
0005001288,Quotation,B
0005004475,Order,C
0015000181,Inquiry,A
0005001289,Quotation,B
0090040632,Invoice,M
0015000182,Inquiry,A
0005001290,Quotation,B
0090040633,Invoice,M
0015000183,Inquiry,A
0005001291,Quotation,B
0015000184,Inquiry,A
4900000044,Goods Movement,R
0015000196,Inquiry,A
0005001304,Quotation,B
4900000047,Goods Movement,R
4900000048,Goods Movement,R
4900000049,Goods Movement,R
0090040646,Invoice,M
4900000054,Goods Movement,R
0015000208,Inquiry,A
0005001316,Quotation,B
4900000055,Goods Movement,R
0090040652,Invoice,M
4900005885,Goods Movement,R
4900005886,Goods Movement,R
4900005888,Goods Movement,R
4900005891,Goods Movement,R
4900005897,Goods Movement,R
4900005900,Goods Movement,R
4900005902,Goods Movement,R
4900005911,Goods Movement,R
4900005920,Goods Movement,R
4900005930,Goods Movement,R
4900005933,Goods Movement,R
4900005935,Goods Movement,R
4900005939,Goods Movement,R
4900005942,Goods Movement,R
4900005952,Goods Movement,R
4900000003,Goods Movement,R
0090478000,Goods Movement,R
0090040601,Invoice,M
0015000058,Inquiry,A
0005001169,Quotation,B
0015000211,Inquiry,A
0005001319,Quotation,B
0015000212,Inquiry,A
0005001320,Quotation,B
0090040653,Invoice,M
0090040654,Invoice,M
0015000214,Inquiry,A
0005001322,Quotation,B
0005004501,Order,C
4900000060,Goods Movement,R
0087000642,Delivery,J
0090040655,Invoice,M
0015000215,Inquiry,A
0005001323,Quotation,B
0015000216,Inquiry,A
0005001324,Quotation,B
0005004502,Order,C
0090040657,Invoice,M
0015000219,Inquiry,A
0005001327,Quotation,B
4900000065,Goods Movement,R
0087000648,Delivery,J
0090040660,Invoice,M
0015000224,Inquiry,A
0005001332,Quotation,B
4900000067,Goods Movement,R
0087000650,Delivery,J
0090040662,Invoice,M
0015000226,Inquiry,A
0005001334,Quotation,B
0005004510,Order,C
4900000068,Goods Movement,R
0087000651,Delivery,J
0090040663,Invoice,M
0015000063,Inquiry,A
0005001172,Quotation,B
0090040603,Invoice,M
0015000061,Inquiry,A
0005001173,Quotation,B
0015000060,Inquiry,A
0005001174,Quotation,B
0015000064,Inquiry,A
0005001176,Quotation,B
0090040604,Invoice,M
0015000067,Inquiry,A
0005001177,Quotation,B
0090040605,Invoice,M
0015000066,Inquiry,A
0090040606,Invoice,M
0090040607,Invoice,M
0090040608,Invoice,M
0015000071,Inquiry,A
0005001179,Quotation,B
0090040609,Invoice,M
0015000072,Inquiry,A
0005001180,Quotation,B
0015000068,Inquiry,A
0005001181,Quotation,B
0015000077,Inquiry,A
0005001188,Quotation,B
0015000075,Inquiry,A
0005001192,Quotation,B
0015000084,Inquiry,A
0005001193,Quotation,B
0005004359,Order,C
0015000080,Inquiry,A
0005001196,Quotation,B
0015000086,Inquiry,A
0005001197,Quotation,B
4900000001,Goods Movement,R
0090492000,Goods Movement,R
0090565000,Goods Movement,R
4900000017,Goods Movement,R
0090566000,Goods Movement,R
4900000018,Goods Movement,R
0005004880,Order,C
0090041016,Invoice,M
0087001021,Delivery,J
0005004881,Order,C
0090041017,Invoice,M
0087001022,Delivery,J
0005004882,Order,C
0090041018,Invoice,M
0087001023,Delivery,J
0005004884,Order,C
0090041020,Invoice,M
0087001025,Delivery,J
0005004885,Order,C
0090041021,Invoice,M
0087001026,Delivery,J
0005004886,Order,C
0090041022,Invoice,M
0087001027,Delivery,J
0005004887,Order,C
0090041023,Invoice,M
0087001028,Delivery,J
0005004888,Order,C
0090041024,Invoice,M
0087001029,Delivery,J
0005004889,Order,C
0090041025,Invoice,M
0087001030,Delivery,J
0005004890,Order,C
0090041026,Invoice,M
0087001031,Delivery,J
0005004891,Order,C
0090041027,Invoice,M
0087001032,Delivery,J
0005004892,Order,C
0090041028,Invoice,M
0087001033,Delivery,J
0005004893,Order,C
0090041029,Invoice,M
0087001034,Delivery,J
0005004894,Order,C
0090041030,Invoice,M
0087001035,Delivery,J
0005004895,Order,C
0090041031,Invoice,M
0087001036,Delivery,J
0005004896,Order,C
0090041032,Invoice,M
0087001037,Delivery,J
0005004899,Order,C
0090041035,Invoice,M
0087001040,Delivery,J
0005004900,Order,C
0090041036,Invoice,M
0087001041,Delivery,J
0005004901,Order,C
0090041037,Invoice,M
0087001042,Delivery,J
0005004902,Order,C
0090041038,Invoice,M
0087001043,Delivery,J
0005004904,Order,C
0090041040,Invoice,M
0087001045,Delivery,J
0005004905,Order,C
0090041041,Invoice,M
0087001046,Delivery,J
0005004909,Order,C
0090041045,Invoice,M
0087001050,Delivery,J
0005004832,Order,C
4900000373,Goods Movement,R
0100973000,Goods Movement,R
0087000973,Delivery,J
0005004839,Order,C
4900000380,Goods Movement,R
0100980000,Goods Movement,R
0087000980,Delivery,J
0005004840,Order,C
4900000381,Goods Movement,R
0100981000,Goods Movement,R
0087000981,Delivery,J
0005004846,Order,C
4900000387,Goods Movement,R
0100987000,Goods Movement,R
0087000987,Delivery,J
0005004869,Order,C
4900000410,Goods Movement,R
0101010000,Goods Movement,R
0087001010,Delivery,J
4900000422,Goods Movement,R
0101022000,Goods Movement,R
0005004883,Order,C
4900000424,Goods Movement,R
0101024000,Goods Movement,R
0087001024,Delivery,J
4900000443,Goods Movement,R
0101043000,Goods Movement,R
0005004903,Order,C
4900000444,Goods Movement,R
0101044000,Goods Movement,R
0087001044,Delivery,J
0005004910,Order,C
0090041046,Invoice,M
0087001051,Delivery,J
0005004939,Order,C
0090041076,Invoice,M
0087001080,Delivery,J
0005004940,Order,C
0090041077,Invoice,M
0087001081,Delivery,J
0005004941,Order,C
0090041078,Invoice,M
0087001082,Delivery,J
0005004942,Order,C
0090041079,Invoice,M
0087001083,Delivery,J
0005004911,Order,C
4900000452,Goods Movement,R
0101052000,Goods Movement,R
0087001052,Delivery,J
0180000402,Delivery / Shipping Notification,7
5000004700,Other Document (p),p
5000004701,Goods Movement,R
0005004825,Order,C
4900000366,Goods Movement,R
0100966000,Goods Movement,R
0087000966,Delivery,J
0005004837,Order,C
4900000378,Goods Movement,R
0100978000,Goods Movement,R
0087000978,Delivery,J
0005004843,Order,C
4900000384,Goods Movement,R
0100984000,Goods Movement,R
0087000984,Delivery,J
0005004877,Order,C
4900000418,Goods Movement,R
0101018000,Goods Movement,R
0087001018,Delivery,J
4900000426,Goods Movement,R
0101026000,Goods Movement,R
4900000432,Goods Movement,R
0101032000,Goods Movement,R
0005004907,Order,C
4900000448,Goods Movement,R
0101048000,Goods Movement,R
0087001048,Delivery,J
0005004918,Order,C
4900000478,Goods Movement,R
0511059000,Goods Movement,R
0087001059,Delivery,J
0005004921,Order,C
4900000481,Goods Movement,R
0511062000,Goods Movement,R
0087001062,Delivery,J
0005004924,Order,C
4900000484,Goods Movement,R
0511065000,Goods Movement,R
0087001065,Delivery,J
0005004914,Order,C
4900000474,Goods Movement,R
0511055000,Goods Movement,R
0087001055,Delivery,J
0005004936,Order,C
4900000496,Goods Movement,R
0511077000,Goods Movement,R
0087001077,Delivery,J
0005004827,Order,C
4900000368,Goods Movement,R
0100968000,Goods Movement,R
0087000968,Delivery,J
0005004841,Order,C
4900000382,Goods Movement,R
0100982000,Goods Movement,R
0087000982,Delivery,J
0005004842,Order,C
4900000383,Goods Movement,R
0100983000,Goods Movement,R
0087000983,Delivery,J
0005004848,Order,C
4900000389,Goods Movement,R
0100989000,Goods Movement,R
0087000989,Delivery,J
0005004850,Order,C
4900000391,Goods Movement,R
0100991000,Goods Movement,R
0087000991,Delivery,J
0005004851,Order,C
4900000392,Goods Movement,R
0100992000,Goods Movement,R
0087000992,Delivery,J
0005004858,Order,C
4900000399,Goods Movement,R
0100999000,Goods Movement,R
0087000999,Delivery,J
0005004859,Order,C
4900000400,Goods Movement,R
0101000000,Goods Movement,R
0087001000,Delivery,J
0005004864,Order,C
4900000405,Goods Movement,R
0101005000,Goods Movement,R
0087001005,Delivery,J
0005004867,Order,C
4900000408,Goods Movement,R
0101008000,Goods Movement,R
0087001008,Delivery,J
0005004868,Order,C
4900000409,Goods Movement,R
0101009000,Goods Movement,R
0087001009,Delivery,J
4900000421,Goods Movement,R
0101021000,Goods Movement,R
4900000431,Goods Movement,R
0101031000,Goods Movement,R
4900000440,Goods Movement,R
0101040000,Goods Movement,R
4900000451,Goods Movement,R
0101051000,Goods Movement,R
0000019263,Order,C
4900000530,Goods Movement,R
0080019022,Delivery,J
5000004699,Other Document (p),p
0090041051,Invoice,M
0005004915,Order,C
0090041052,Invoice,M
0087001056,Delivery,J
0005004916,Order,C
0090041053,Invoice,M
0087001057,Delivery,J
0005004917,Order,C
0090041054,Invoice,M
0087001058,Delivery,J
0005004871,Order,C
4900000412,Goods Movement,R
0101012000,Goods Movement,R
0087001012,Delivery,J
0005004878,Order,C
4900000419,Goods Movement,R
0101019000,Goods Movement,R
0087001019,Delivery,J
0005004879,Order,C
4900000420,Goods Movement,R
0101020000,Goods Movement,R
0087001020,Delivery,J
4900000429,Goods Movement,R
0101029000,Goods Movement,R
0005004920,Order,C
4900000480,Goods Movement,R
0511061000,Goods Movement,R
0087001061,Delivery,J
0005004928,Order,C
4900000488,Goods Movement,R
0511069000,Goods Movement,R
0087001069,Delivery,J
0005004929,Order,C
4900000489,Goods Movement,R
0511070000,Goods Movement,R
0087001070,Delivery,J
4900000475,Goods Movement,R
0511056000,Goods Movement,R
0005004931,Order,C
4900000491,Goods Movement,R
0511072000,Goods Movement,R
0087001072,Delivery,J
0005004935,Order,C
4900000495,Goods Movement,R
0511076000,Goods Movement,R
0087001076,Delivery,J
0005004937,Order,C
4900000497,Goods Movement,R
0511078000,Goods Movement,R
0087001078,Delivery,J
4900000499,Goods Movement,R
0511080000,Goods Movement,R
4900000501,Goods Movement,R
0511082000,Goods Movement,R
0005004944,Order,C
4900000504,Goods Movement,R
0511085000,Goods Movement,R
0087001085,Delivery,J
0005004945,Order,C
4900000505,Goods Movement,R
0511086000,Goods Movement,R
0087001086,Delivery,J
0010000103,Inquiry,A
0020000291,Quotation,B
0000005037,Order,C
0060000166,Credit Memo Request,K
0010000104,Inquiry,A
0020000292,Quotation,B
0005004822,Order,C
0090040958,Invoice,M
0087000963,Delivery,J
0005004824,Order,C
0090040960,Invoice,M
0087000965,Delivery,J
0090040961,Invoice,M
0005004826,Order,C
0090040962,Invoice,M
0087000967,Delivery,J
0090040976,Invoice,M
0090040977,Invoice,M
