VBELV,POSNV,VBELN,POSNN,VBTYP_N,VBTYP_V,RFMNG,MEINS,RFWRT,WAERS,ERDAT,ERZET,MATNR,BWART,AEDAT,FKTYP
0080004779,000040,0090010482,000040,M,J,6.0,ST,10080.0,DEM,19990216,200057, , ,00000000,L
0080004780,000010,0000000416,000001,Q,J,5.0,ST,0.0, ,19990215,200426,M-09, ,00000000, 
0080004780,000010,0049013295,000001,R,J,5.0,ST,7730.39,DEM,19990215,200429,M-09,601,00000000, 
0080004780,000010,0090010483,000010,M,J,5.0,ST,11760.0,DEM,19990216,200105, , ,00000000,L
0080004781,000010,0000000417,000001,Q,J,45.0,ST,0.0, ,19990215,200434,M-13, ,00000000, 
0080004781,000010,0049013296,000001,R,J,45.0,ST,48424.98,DEM,19990215,200437,M-13,601,00000000, 
0080004781,000010,0090010484,000010,M,J,45.0,ST,68400.0,DEM,19990216,200109, , ,00000000,L
0080004781,000020,0000000417,000002,Q,J,44.0,ST,0.0, ,19990215,200434,M-09, ,00000000, 
0080004781,000020,0049013296,000002,R,J,44.0,ST,68027.44,DEM,19990215,200437,M-09,601,00000000, 
0080004781,000020,0090010484,000020,M,J,44.0,ST,99088.0,DEM,19990216,200109, , ,00000000,L
0080004781,000030,0000000417,000003,Q,J,35.0,ST,0.0, ,19990215,200434,M-05, ,00000000, 
0080004781,000030,0049013296,000003,R,J,35.0,ST,19599.32,DEM,19990215,200437,M-05,601,00000000, 
0080004781,000030,0090010484,000030,M,J,35.0,ST,28350.0,DEM,19990216,200109, , ,00000000,L
0080004781,000040,0000000417,000004,Q,J,49.0,ST,0.0, ,19990215,200434,M-17, ,00000000, 
0080004781,000040,0049013296,000004,R,J,49.0,ST,86895.59,DEM,19990215,200437,M-17,601,00000000, 
0080004781,000040,0090010484,000040,M,J,49.0,ST,133770.0,DEM,19990216,200109, , ,00000000,L
0080004782,000010,0000000418,000001,Q,J,39.0,ST,0.0, ,19990215,200442,M-01, ,00000000, 
0080004782,000010,0049013297,000001,R,J,39.0,ST,43139.01,DEM,19990215,200444,M-01,601,00000000, 
0080004782,000010,0090010485,000010,M,J,39.0,ST,63570.0,DEM,19990216,200114, , ,00000000,L
0080004783,000010,0090010486,000010,M,J,0.0,ST,0.0,DEM,19990216,200117, , ,00000000,L
0080004783,000010,19990215,200450,R,J,0.0,ST,0.0,DEM,19990215,200450,1400-750, ,00000000, 
0080004783,000020,0000000212,000001,Q,J,446.0,ST,0.0, ,19990215,200447,1400-200, ,00000000, 
0080004783,000020,0049013298,000001,R,J,446.0,ST,10258.0,DEM,19990215,200450,1400-200,601,00000000, 
0080004783,000020,0090010486,000020,M,J,446.0,ST,13380.0,DEM,19990216,200117, , ,00000000,L
0080004784,000010,0000000419,000001,Q,J,13.0,ST,0.0, ,19990215,200454,M-14, ,00000000, 
0080004784,000010,0049013299,000001,R,J,13.0,ST,14345.51,DEM,19990215,200458,M-14,601,00000000, 
0080004784,000010,0090010487,000010,M,J,13.0,ST,22087.0,DEM,19990216,200122, , ,00000000,L
0080004784,000020,0000000419,000002,Q,J,6.0,ST,0.0, ,19990215,200454,M-02, ,00000000, 
0080004784,000020,0049013299,000002,R,J,6.0,ST,7566.27,DEM,19990215,200458,M-02,601,00000000, 
0080004784,000020,0090010487,000020,M,J,6.0,ST,11508.0,DEM,19990216,200122, , ,00000000,L
0080004784,000030,0000000419,000003,Q,J,8.0,ST,0.0, ,19990215,200454,M-10, ,00000000, 
0080004784,000030,0049013299,000003,R,J,8.0,ST,12829.9,DEM,19990215,200458,M-10,601,00000000, 
0080004784,000030,0090010487,000030,M,J,8.0,ST,19824.0,DEM,19990216,200122, , ,00000000,L
0080004784,000040,0000000419,000004,Q,J,8.0,ST,0.0, ,19990215,200454,M-06, ,00000000, 
0080004784,000040,0049013299,000004,R,J,8.0,ST,8824.44,DEM,19990215,200458,M-06,601,00000000, 
0080004784,000040,0090010487,000040,M,J,8.0,ST,13440.0,DEM,19990216,200122, , ,00000000,L
0080004785,000010,0000000420,000001,Q,J,12.0,ST,0.0, ,19990215,200503,M-18, ,00000000, 
0080004785,000010,0049013300,000001,R,J,12.0,ST,20643.78,DEM,19990215,200505,M-18,601,00000000, 
0080004785,000010,0090010488,000010,M,J,12.0,ST,16872.0,DEM,19990216,200131, , ,00000000,L
0080004786,000010,0000000421,000001,Q,J,45.0,ST,0.0, ,19990215,200508,M-02, ,00000000, 
0080004786,000010,0049013301,000001,R,J,45.0,ST,56747.04,DEM,19990215,200511,M-02,601,00000000, 
0080004786,000010,0090010489,000010,M,J,45.0,ST,84960.0,DEM,19990216,200134, , ,00000000,L
0080004786,000020,0000000421,000002,Q,J,49.0,ST,0.0, ,19990215,200508,M-14, ,00000000, 
0080004786,000020,0049013301,000002,R,J,49.0,ST,54071.54,DEM,19990215,200511,M-14,601,00000000, 
0080004786,000020,0090010489,000020,M,J,49.0,ST,78351.0,DEM,19990216,200134, , ,00000000,L
0080004786,000030,0000000421,000003,Q,J,45.0,ST,0.0, ,19990215,200508,M-06, ,00000000, 
0080004786,000030,0049013301,000003,R,J,45.0,ST,49637.46,DEM,19990215,200511,M-06,601,00000000, 
0080004786,000030,0090010489,000030,M,J,45.0,ST,67455.0,DEM,19990216,200134, , ,00000000,L
0080004786,000040,0000000421,000004,Q,J,42.0,ST,0.0, ,19990215,200508,M-10, ,00000000, 
0080004786,000040,0049013301,000004,R,J,42.0,ST,67356.98,DEM,19990215,200511,M-10,601,00000000, 
0080004786,000040,0090010489,000040,M,J,42.0,ST,98700.0,DEM,19990216,200134, , ,00000000,L
0080004787,000010,0000000422,000001,Q,J,47.0,ST,0.0, ,19990215,200516,M-18, ,00000000, 
0080004787,000010,0049013302,000001,R,J,47.0,ST,80854.8,DEM,19990215,200518,M-18,601,00000000, 
0080004787,000010,0090010490,000010,M,J,47.0,ST,60442.47,DEM,19990216,200139, , ,00000000,L
0080004788,000010,0000000213,000001,Q,J,60.0,ST,0.0, ,19990215,200521,1400-300, ,00000000, 
0080004788,000010,0049013303,000001,R,J,60.0,ST,443191.4,DEM,19990215,200524,1400-300,601,00000000, 
0080004788,000010,0090010491,000010,M,J,60.0,ST,894000.0,DEM,19990216,200143, , ,00000000,L
0080004789,000010,0000000423,000001,Q,J,6.0,ST,0.0, ,19990215,200527,M-03, ,00000000, 
0080004789,000010,0049013304,000001,R,J,6.0,ST,7452.34,DEM,19990215,200530,M-03,601,00000000, 
0080004789,000010,0090010492,000010,M,J,6.0,ST,10977.12,DEM,19990216,200147, , ,00000000,L
0080004789,000020,0000000423,000002,Q,J,7.0,ST,0.0, ,19990215,200527,M-15, ,00000000, 
0080004789,000020,0049013304,000002,R,J,7.0,ST,9814.73,DEM,19990215,200530,M-15,601,00000000, 
0080004789,000020,0090010492,000020,M,J,7.0,ST,14844.06,DEM,19990216,200147, , ,00000000,L
0080004789,000030,0000000423,000003,Q,J,8.0,ST,0.0, ,19990215,200527,M-11, ,00000000, 
0080004789,000030,0049013304,000003,R,J,8.0,ST,13677.59,DEM,19990215,200530,M-11,601,00000000, 
0080004789,000030,0090010492,000030,M,J,8.0,ST,20845.44,DEM,19990216,200147, , ,00000000,L
0080004789,000040,0000000423,000004,Q,J,12.0,ST,0.0, ,19990215,200527,M-07, ,00000000, 
0080004789,000040,0049013304,000004,R,J,12.0,ST,12258.63,DEM,19990215,200530,M-07,601,00000000, 
0080004789,000040,0090010492,000040,M,J,12.0,ST,16655.76,DEM,19990216,200147, , ,00000000,L
0080004790,000010,0000000424,000001,Q,J,11.0,ST,0.0, ,19990215,200534,M-19, ,00000000, 
0080004790,000010,0049013305,000001,R,J,11.0,ST,11984.98,DEM,19990215,200537,M-19,601,00000000, 
0080004790,000010,0090010493,000010,M,J,11.0,ST,18579.0,DEM,19990216,200152, , ,00000000,L
0080004791,000010,0000000425,000001,Q,J,30.0,ST,0.0, ,19990215,200540,M-07, ,00000000, 
0080004791,000010,0049013306,000001,R,J,30.0,ST,30646.58,DEM,19990215,200543,M-07,601,00000000, 
0080004791,000010,0090010494,000010,M,J,30.0,ST,36660.0,DEM,19990216,200155, , ,00000000,L
0080004791,000020,0000000425,000002,Q,J,40.0,ST,0.0, ,19990215,200540,M-15, ,00000000, 
0080004791,000020,0049013306,000002,R,J,40.0,ST,56084.18,DEM,19990215,200543,M-15,601,00000000, 
0080004791,000020,0090010494,000020,M,J,40.0,ST,81240.0,DEM,19990216,200155, , ,00000000,L
0080004791,000030,0000000425,000003,Q,J,53.0,ST,0.0, ,19990215,200540,M-03, ,00000000, 
0080004791,000030,0049013306,000003,R,J,53.0,ST,65828.99,DEM,19990215,200543,M-03,601,00000000, 
0080004791,000030,0090010494,000030,M,J,53.0,ST,91690.0,DEM,19990216,200155, , ,00000000,L
0080004791,000040,0000000425,000004,Q,J,51.0,ST,0.0, ,19990215,200540,M-19, ,00000000, 
0080004791,000040,0049013306,000004,R,J,51.0,ST,55566.74,DEM,19990215,200543,M-19,601,00000000, 
0080004791,000040,0090010494,000040,M,J,51.0,ST,75225.0,DEM,19990216,200155, , ,00000000,L
0080004792,000010,0000000426,000001,Q,J,51.0,ST,0.0, ,19990215,200547,M-11, ,00000000, 
0080004792,000010,0049013307,000001,R,J,51.0,ST,87194.63,DEM,19990215,200550,M-11,601,00000000, 
0080004792,000010,0090010495,000010,M,J,51.0,ST,130050.0,DEM,19990216,200201, , ,00000000,L
0080004793,000010,0000000214,000001,Q,J,57.0,ST,0.0, ,19990215,200553,1400-310, ,00000000, 
0080004793,000010,0049013308,000001,R,J,57.0,ST,410505.86,DEM,19990215,200555,1400-310,601,00000000, 
0080004793,000010,0090010496,000010,M,J,57.0,ST,380107.59,DEM,19990216,200204, , ,00000000,L
0080004794,000010,0000000427,000001,Q,J,2.0,ST,0.0, ,19990215,200558,M-04, ,00000000, 
0080004794,000010,0049013309,000001,R,J,2.0,ST,2597.61,DEM,19990215,200602,M-04,601,00000000, 
0080004794,000010,0090010497,000010,M,J,2.0,ST,3976.0,DEM,19990216,200209, , ,00000000,L
0080004794,000020,0000000427,000002,Q,J,5.0,ST,0.0, ,19990215,200558,M-16, ,00000000, 
0080004794,000020,0049013309,000002,R,J,5.0,ST,8255.13,DEM,19990215,200602,M-16,601,00000000, 
0080004794,000020,0090010497,000020,M,J,5.0,ST,12670.0,DEM,19990216,200209, , ,00000000,L
0080004794,000030,0000000427,000003,Q,J,10.0,ST,0.0, ,19990215,200558,M-12, ,00000000, 
0080004794,000030,0049013309,000003,R,J,10.0,ST,10265.89,DEM,19990215,200602,M-12,601,00000000, 
0080004794,000030,0090010497,000030,M,J,10.0,ST,15400.0,DEM,19990216,200209, , ,00000000,L
0080004794,000040,0000000427,000004,Q,J,4.0,ST,0.0, ,19990215,200558,M-08, ,00000000, 
0080004794,000040,0049013309,000004,R,J,4.0,ST,5744.69,DEM,19990215,200602,M-08,601,00000000, 
0080004794,000040,0090010497,000040,M,J,4.0,ST,8792.0,DEM,19990216,200209, , ,00000000,L
0080004795,000010,0000000428,000001,Q,J,8.0,ST,0.0, ,19990215,200607,M-20, ,00000000, 
0080004795,000010,0049013310,000001,R,J,8.0,ST,9037.75,DEM,19990215,200610,M-20,601,00000000, 
0080004795,000010,0090010498,000010,M,J,8.0,ST,13780.8,DEM,19990216,200214, , ,00000000,L
0080004796,000010,0000000429,000001,Q,J,33.0,ST,0.0, ,19990215,200613,M-08, ,00000000, 
0080004796,000010,0049013311,000001,R,J,33.0,ST,47393.66,DEM,19990215,200616,M-08,601,00000000, 
0080004796,000010,0090010499,000010,M,J,33.0,ST,67584.0,DEM,19990216,200217, , ,00000000,L
0080004796,000020,0000000429,000002,Q,J,40.0,ST,0.0, ,19990215,200613,M-12, ,00000000, 
0080004796,000020,0049013311,000002,R,J,40.0,ST,41063.57,DEM,19990215,200616,M-12,601,00000000, 
0080004796,000020,0090010499,000020,M,J,40.0,ST,58480.0,DEM,19990216,200217, , ,00000000,L
0080004796,000030,0000000429,000003,Q,J,58.0,ST,0.0, ,19990215,200613,M-04, ,00000000, 
0080004796,000030,0049013311,000003,R,J,58.0,ST,75330.83,DEM,19990215,200616,M-04,601,00000000, 
0080004796,000030,0090010499,000030,M,J,58.0,ST,108924.0,DEM,19990216,200217, , ,00000000,L
0080004796,000040,0000000429,000004,Q,J,51.0,ST,0.0, ,19990215,200613,M-20, ,00000000, 
0080004796,000040,0049013311,000004,R,J,51.0,ST,57615.65,DEM,19990215,200616,M-20,601,00000000, 
0080004796,000040,0090010499,000040,M,J,51.0,ST,81549.0,DEM,19990216,200217, , ,00000000,L
0080004797,000010,0000000430,000001,Q,J,44.0,ST,0.0, ,19990215,200621,M-16, ,00000000, 
0080004797,000010,0049013312,000001,R,J,44.0,ST,72645.13,DEM,19990215,200623,M-16,601,00000000, 
0080004797,000010,0090010500,000010,M,J,44.0,ST,104064.84,DEM,19990216,200223, , ,00000000,L
0080004798,000010,0000000411,000001,Q,J,8.0,ST,0.0, ,19990215,111940,M-20, ,00000000, 
0080004798,000010,0049013289,000001,R,J,8.0,ST,9037.75,DEM,19990215,112023,M-20,601,00000000, 
0080004798,000010,0090010425,000020,M,J,8.0,ST,12664.08,DEM,19990215,112129, , ,00000000,L
0080004799,000010,0000000412,000001,Q,J,257.0,KAR,0.0, ,19990215,112615,L-40F, ,00000000, 
0080004799,000010,0049013290,000001,R,J,257.0,KAR,124403.42,DEM,19990215,112619,L-40F,601,00000000, 
0080004799,000010,0090010426,000010,M,J,257.0,KAR,190180.0,DEM,19990215,112630, , ,00000000,L
0080004800,000010,0000000413,000001,Q,J,133.0,KAR,0.0, ,19990215,112930,L-40F, ,00000000, 
0080004800,000010,0049013291,000001,R,J,133.0,KAR,64379.98,DEM,19990215,112932,L-40F,601,00000000, 
0080004800,000010,0090010427,000030,M,J,133.0,KAR,98420.0,DEM,19990215,112945, , ,00000000,L
0080004801,000010,0000000414,000001,Q,J,159.0,KAR,0.0, ,19990215,113209,L-80F, ,00000000, 
0080004801,000010,0049013292,000001,R,J,159.0,KAR,72502.41,DEM,19990215,113211,L-80F,601,00000000, 
0080004801,000010,0090010428,000030,M,J,159.0,KAR,123225.0,DEM,19990215,113223, , ,00000000,L
0080004802,000010,0000000261,000001,Q,J,728.0,ST,0.0, ,19990412,161433,1400-750, ,00000000, 
0080004802,000010,0049014619,000001,R,J,728.0,ST,91000.0,DEM,19990412,161457,1400-750,601,00000000, 
0080004802,000010,0090011493,000010,M,J,728.0,ST,18200.0,DEM,19990412,161550, , ,00000000,L
0080004803,000001,0000000001,000001,Q,J,100.0,ST,0.0, ,19990217,165242,R100000, ,00000000, 
0080004803,000001,0049015698,000001,R,J,100.0,ST,53.0,DEM,19990519,110401,R100000,647,00000000, 
0080004803,000001,0049015698,000003,R,J,100.0,ST,0.0,DEM,19990519,110401,R100000,101,00000000, 
0080004804,000010,0000000441,000001,Q,J,118.0,KAR,0.0, ,19990218,200206,L-80R, ,00000000, 
0080004804,000010,0049013439,000001,R,J,118.0,KAR,58843.06,DEM,19990218,200558,L-80R,601,00000000, 
0080004804,000010,0090010567,000010,M,J,118.0,KAR,92276.0,DEM,19990219,200114, , ,00000000,L
0080004804,000020,0000000441,000002,Q,J,550.0,KAR,0.0, ,19990218,200206,L-40C, ,00000000, 
0080004804,000020,0049013439,000002,R,J,550.0,KAR,260183.0,DEM,19990218,200558,L-40C,601,00000000, 
0080004804,000020,0090010567,000020,M,J,550.0,KAR,411950.0,DEM,19990219,200114, , ,00000000,L
0080004804,000030,0000000441,000003,Q,J,294.0,KAR,0.0, ,19990218,200206,L-60C, ,00000000, 
0080004804,000030,0049013439,000003,R,J,294.0,KAR,132379.38,DEM,19990218,200558,L-60C,601,00000000, 
0080004804,000030,0090010567,000030,M,J,294.0,KAR,216678.0,DEM,19990219,200114, , ,00000000,L
0080004804,000040,0000000441,000004,Q,J,137.0,KAR,0.0, ,19990218,200206,L-60R, ,00000000, 
0080004804,000040,0049013439,000004,R,J,137.0,KAR,61686.99,DEM,19990218,200558,L-60R,601,00000000, 
0080004804,000040,0090010567,000040,M,J,137.0,KAR,103709.0,DEM,19990219,200114, , ,00000000,L
0080004805,000010,0000000442,000001,Q,J,334.0,KAR,0.0, ,19990218,200750,L-80C, ,00000000, 
0080004805,000010,0049013440,000001,R,J,334.0,KAR,166555.78,DEM,19990218,200807,L-80C,601,00000000, 
0080004805,000010,0090010568,000010,M,J,334.0,KAR,256846.0,DEM,19990219,200128, , ,00000000,L
0080004805,000020,0000000442,000002,Q,J,151.0,KAR,0.0, ,19990218,200750,L-40R, ,00000000, 
0080004805,000020,0049013440,000002,R,J,151.0,KAR,71432.06,DEM,19990218,200807,L-40R,601,00000000, 
0080004805,000020,0090010568,000020,M,J,151.0,KAR,114005.0,DEM,19990219,200128, , ,00000000,L
0080004806,000010,0000000443,000001,Q,J,157.0,KAR,0.0, ,19990218,200816,L-40Y, ,00000000, 
0080004806,000010,0049013441,000001,R,J,157.0,KAR,75997.42,DEM,19990218,200820,L-40Y,601,00000000, 
0080004806,000010,0090010569,000020,M,J,157.0,KAR,118064.0,DEM,19990219,200134, , ,00000000,L
0080004806,000020,0000000443,000002,Q,J,147.0,KAR,0.0, ,19990218,200816,L-60Y, ,00000000, 
0080004806,000020,0049013441,000002,R,J,147.0,KAR,60562.53,DEM,19990218,200820,L-60Y,601,00000000, 
0080004806,000020,0090010569,000030,M,J,147.0,KAR,110691.0,DEM,19990219,200134, , ,00000000,L
0080004806,000030,0000000443,000003,Q,J,294.0,KAR,0.0, ,19990218,200816,L-60F, ,00000000, 
0080004806,000030,0049013441,000003,R,J,294.0,KAR,121125.06,DEM,19990218,200820,L-60F,601,00000000, 
0080004806,000030,0090010569,000040,M,J,294.0,KAR,218736.0,DEM,19990219,200134, , ,00000000,L
0080004807,000010,0000000444,000001,Q,J,128.0,KAR,0.0, ,19990218,200823,L-80Y, ,00000000, 
0080004807,000010,0049013442,000001,R,J,128.0,KAR,58366.72,DEM,19990218,200826,L-80Y,601,00000000, 
0080004807,000010,0090010570,000010,M,J,128.0,KAR,99712.0,DEM,19990219,200138, , ,00000000,L
0080004807,000020,0000000444,000002,Q,J,245.0,KAR,0.0, ,19990218,200823,L-40F, ,00000000, 
0080004807,000020,0049013442,000002,R,J,245.0,KAR,118594.7,DEM,19990218,200826,L-40F,601,00000000, 
0080004807,000020,0090010570,000020,M,J,245.0,KAR,181300.0,DEM,19990219,200138, , ,00000000,L
0080004808,000010,0000000431,000001,Q,J,2.0,ST,0.0, ,19990218,141417,R-1001, ,00000000, 
0080004808,000010,0049013432,000001,R,J,2.0,ST,2200.14,DEM,19990218,141503,R-1001,601,00000000, 
0080004808,000010,0090010553,000010,M,J,2.0,ST,4068.8,DEM,19990218,141512, , ,00000000,L
0080004808,000020,19990218,141503,R,J,2.0,ST,0.0,DEM,19990218,141503,R-1111, ,00000000, 
0080004808,000030,19990218,141503,R,J,2.0,ST,0.0,DEM,19990218,141503,R-1120, ,00000000, 
0080004808,000040,19990218,141503,R,J,2.0,ST,0.0,DEM,19990218,141503,R-1130, ,00000000, 
0080004808,000050,19990218,141503,R,J,2.0,ST,0.0,DEM,19990218,141503,R-1140, ,00000000, 
0080004808,000060,19990218,141503,R,J,2.0,ST,0.0,DEM,19990218,141503,R-1150, ,00000000, 
0080004808,000070,19990218,141503,R,J,2.0,ST,0.0,DEM,19990218,141503,R-1160, ,00000000, 
0080004808,000080,19990218,141503,R,J,2.0,ST,0.0,DEM,19990218,141503,R-1170, ,00000000, 
0080004809,000010,0000000451,000001,Q,J,2.0,ST,0.0, ,19990219,092135,R-1001, ,00000000, 
0080004809,000010,0049013459,000001,R,J,2.0,ST,2200.14,DEM,19990219,092203,R-1001,601,00000000, 
0080004809,000010,0090010566,000010,M,J,2.0,ST,4068.8,DEM,19990219,092225, , ,00000000,L
0080004809,000020,19990219,092203,R,J,2.0,ST,0.0,DEM,19990219,092203,R-1111, ,00000000, 
0080004809,000030,19990219,092203,R,J,2.0,ST,0.0,DEM,19990219,092203,R-1120, ,00000000, 
0080004809,000040,19990219,092203,R,J,2.0,ST,0.0,DEM,19990219,092203,R-1130, ,00000000, 
0080004809,000050,19990219,092203,R,J,2.0,ST,0.0,DEM,19990219,092203,R-1140, ,00000000, 
0080004809,000060,19990219,092203,R,J,2.0,ST,0.0,DEM,19990219,092203,R-1150, ,00000000, 
0080004809,000070,19990219,092203,R,J,2.0,ST,0.0,DEM,19990219,092203,R-1160, ,00000000, 
0080004809,000080,19990219,092203,R,J,2.0,ST,0.0,DEM,19990219,092203,R-1170, ,00000000, 
0080004810,000010,0000000461,000001,Q,J,4.0,ST,0.0, ,19990223,200144,R-1141, ,00000000, 
0080004810,000010,0049013537,000001,R,J,4.0,ST,4480.0,DEM,19990223,200156,R-1141,601,00000000, 
0080004810,000010,0090010676,000010,M,J,4.0,ST,9640.0,DEM,19990224,200029, , ,00000000,L
0080004811,000010,0000000462,000001,Q,J,21.0,ST,0.0, ,19990223,200210,R-1141, ,00000000, 
0080004811,000010,0049013538,000001,R,J,21.0,ST,23520.0,DEM,19990223,200212,R-1141,601,00000000, 
0080004811,000010,0090010677,000010,M,J,21.0,ST,50610.0,DEM,19990224,200055, , ,00000000,L
0080004812,000010,0000000463,000001,Q,J,4.0,ST,0.0, ,19990223,200216,R-1140, ,00000000, 
0080004812,000010,0049013539,000001,R,J,4.0,ST,1500.0,DEM,19990223,200218,R-1140,601,00000000, 
0080004812,000010,0090010678,000010,M,J,4.0,ST,5080.0,DEM,19990224,200058, , ,00000000,L
0080004813,000010,0000000464,000001,Q,J,26.0,ST,0.0, ,19990223,200221,R-1140, ,00000000, 
0080004813,000010,0049013540,000001,R,J,26.0,ST,9750.0,DEM,19990223,200223,R-1140,601,00000000, 
0080004813,000010,0090010679,000010,M,J,26.0,ST,33020.0,DEM,19990224,200104, , ,00000000,L
0080004814,000010,0049013581,000001,R,J,12.0,ST,13440.0,USD,19990224,083559,M-08,601,00000000, 
0080004814,000010,0090010675,000010,M,J,12.0,ST,15420.0,USD,19990224,083649, , ,00000000,L
0080004814,000020,0049013581,000002,R,J,12.0,ST,2886.72,USD,19990224,083559,M-10,601,00000000, 
0080004814,000020,0090010675,000020,M,J,12.0,ST,17388.0,USD,19990224,083649, , ,00000000,L
0080004814,000030,0049013581,000003,R,J,25.0,ST,19500.0,USD,19990224,083559,M-01,601,00000000, 
0080004814,000030,0090010675,000030,M,J,25.0,ST,24550.0,USD,19990224,083649, , ,00000000,L
0080004815,000010,0000000221,000001,Q,J,61.0,ST,0.0, ,19990226,200055,P-402, ,00000000, 
0080004815,000010,0049013675,000001,R,J,61.0,ST,85170.64,DEM,19990226,200148,P-402,601,00000000, 
0080004815,000010,0090010780,000010,M,J,61.0,ST,380030.0,DEM,19990301,085442, , ,00000000,L
0080004815,000020,0000000221,000002,Q,J,41.0,ST,0.0, ,19990226,200055,P-101, ,00000000, 
0080004815,000020,0049013675,000002,R,J,41.0,ST,44423.91,DEM,19990226,200148,P-101,601,00000000, 
0080004815,000020,0090010780,000020,M,J,41.0,ST,214840.0,DEM,19990301,085442, , ,00000000,L
0080004815,000030,0000000221,000003,Q,J,41.0,ST,0.0, ,19990226,200055,P-102, ,00000000, 
0080004815,000030,0049013675,000003,R,J,41.0,ST,47781.81,DEM,19990226,200148,P-102,601,00000000, 
0080004815,000030,0090010780,000030,M,J,41.0,ST,243540.0,DEM,19990301,085442, , ,00000000,L
0080004815,000040,0000000221,000004,Q,J,61.0,ST,0.0, ,19990226,200055,P-104, ,00000000, 
0080004815,000040,0049013675,000004,R,J,61.0,ST,87508.16,DEM,19990226,200148,P-104,601,00000000, 
0080004815,000040,0090010780,000040,M,J,61.0,ST,407480.0,DEM,19990301,085442, , ,00000000,L
0080004818,000010,0000000012,000001,Q,J,1.0,ST,0.0, ,19990301,105803,IAD-3000, ,00000000, 
0080004818,000010,0049013690,000001,R,J,1.0,ST,0.0,USD,19990301,105828,IAD-3000,601,00000000, 
0080004819,000010,0000000471,000001,Q,J,245.0,KAR,0.0, ,19990303,120647,L-80F, ,00000000, 
0080004819,000010,0049013752,000001,R,J,245.0,KAR,111717.55,DEM,19990303,120730,L-80F,601,00000000, 
0080004819,000010,0090010842,000010,M,J,245.0,KAR,189875.0,DEM,19990303,120830, , ,00000000,L
0080004820,000001,0049013799,000001,R,J,2870.0,ST,5740.0,USD,19990304,202043,R100009,641,00000000, 
0080004820,000001,19990304,202021,Q,J,2870.0,ST,0.0, ,19990304,202021, , ,00000000, 
0080004821,000001,0049013800,000001,R,J,1910.0,ST,3820.0,USD,19990304,202054,R100009,641,00000000, 
0080004821,000001,19990304,202053,Q,J,1910.0,ST,0.0, ,19990304,202053, , ,00000000, 
0080004822,000001,0049013801,000001,R,J,2150.0,ST,4300.0,USD,19990304,202058,R100009,641,00000000, 
0080004822,000001,19990304,202057,Q,J,2150.0,ST,0.0, ,19990304,202057, , ,00000000, 
0080004823,000001,0049013802,000001,R,J,2630.0,ST,5260.0,USD,19990304,202103,R100009,641,00000000, 
0080004823,000001,19990304,202102,Q,J,2630.0,ST,0.0, ,19990304,202102, , ,00000000, 
0080004824,000001,0049013803,000001,R,J,528.0,ST,6600.0,USD,19990304,202107,R100010,641,00000000, 
0080004824,000001,19990304,202106,Q,J,528.0,ST,0.0, ,19990304,202106, , ,00000000, 
0080004825,000001,0049013804,000001,R,J,352.0,ST,4400.0,USD,19990304,202113,R100010,641,00000000, 
0080004825,000001,19990304,202112,Q,J,352.0,ST,0.0, ,19990304,202112, , ,00000000, 
0080004826,000001,0049013805,000001,R,J,400.0,ST,5000.0,USD,19990304,202117,R100010,641,00000000, 
0080004826,000001,19990304,202116,Q,J,400.0,ST,0.0, ,19990304,202116, , ,00000000, 
0080004827,000001,0049013806,000001,R,J,488.0,ST,6100.0,USD,19990304,202121,R100010,641,00000000, 
0080004827,000001,19990304,202120,Q,J,488.0,ST,0.0, ,19990304,202120, , ,00000000, 
0080004828,000001,0049013807,000001,R,J,132.0,ST,376.2,USD,19990304,202125,R100013,641,00000000, 
0080004828,000001,19990304,202124,Q,J,132.0,ST,0.0, ,19990304,202124, , ,00000000, 
0080004829,000001,0049013808,000001,R,J,88.0,ST,250.8,USD,19990304,202129,R100013,641,00000000, 
0080004829,000001,19990304,202128,Q,J,88.0,ST,0.0, ,19990304,202128, , ,00000000, 
0080004830,000001,0049013809,000001,R,J,99.0,ST,282.15,USD,19990304,202133,R100013,641,00000000, 
0080004830,000001,19990304,202131,Q,J,99.0,ST,0.0, ,19990304,202131, , ,00000000, 
0080004831,000001,0049013810,000001,R,J,121.0,ST,344.85,USD,19990304,202136,R100013,641,00000000, 
0080004831,000001,19990304,202135,Q,J,121.0,ST,0.0, ,19990304,202135, , ,00000000, 
0080004832,000001,0049013811,000001,R,J,344.0,ST,1049.2,USD,19990304,202140,R100014,641,00000000, 
0080004832,000001,19990304,202139,Q,J,344.0,ST,0.0, ,19990304,202139, , ,00000000, 
0080004833,000001,0049013812,000001,R,J,229.0,ST,698.45,USD,19990304,202145,R100014,641,00000000, 
0080004833,000001,19990304,202144,Q,J,229.0,ST,0.0, ,19990304,202144, , ,00000000, 
0080004834,000001,0049013813,000001,R,J,258.0,ST,786.9,USD,19990304,202150,R100014,641,00000000, 
0080004834,000001,19990304,202148,Q,J,258.0,ST,0.0, ,19990304,202148, , ,00000000, 
0080004835,000001,0049013814,000001,R,J,315.0,ST,960.75,USD,19990304,202153,R100014,641,00000000, 
0080004835,000001,19990304,202152,Q,J,315.0,ST,0.0, ,19990304,202152, , ,00000000, 
0080004836,000001,0049013815,000001,R,J,648.0,ST,8754.48,USD,19990304,202158,R100011,641,00000000, 
